FILENAME,FILE_SIZE,DE_ENCRYPTION_TIME,ENCRYPTION_TIME,SIGN_TIME,DE_DECRYPTION_TIME,DECRYPTION_TIME,VERIFY_TIME,DH_ALGORITHM,CIPHER_ALGORITHM
345.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1204.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1089.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1317.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
631.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
488.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1287.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
20.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
626.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
529.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
984.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1401.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
cb69903c5152.txt,62914654,1,363,347,1,431,346,ECCDH,AES[128]
1056.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1193.txt,1048575,1,3,5,1,8,5,ECCDH,AES[128]
289.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
522.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
214.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1146.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
569.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
967.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
584.txt,1048575,1,3,5,1,7,5,ECCDH,AES[128]
1392.txt,1048575,1,7,16,1,11,8,ECCDH,AES[128]
b,31457277,1,68,174,1,214,173,ECCDH,AES[128]
347.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1323.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
05.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
368.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
f119e99aba1f.txt,75497436,1,164,417,1,515,417,ECCDH,AES[128]
70.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
870.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
322.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1001.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1049.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
200.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1334.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1185.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
137.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
361.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1211.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1386.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
962.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1369.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1498.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
966.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
50.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
507.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
100.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1393.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1035.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1124.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
1152.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
697.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
163.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
786.txt,1048575,1,10,18,1,12,7,ECCDH,AES[128]
436.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
352.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
819.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
138.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
62.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
997.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1303.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
971.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1063.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
63.txt,1048575,1,28,6,1,7,6,ECCDH,AES[128]
69.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
490.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
932.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
609.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
598.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
231.txt,1048575,1,11,17,1,11,8,ECCDH,AES[128]
242.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
87.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
581.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
36.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
random00.csv,50408284,1,108,279,1,345,277,ECCDH,AES[128]
871.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
323.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
721.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
267.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
816.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1499.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
456.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1466.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
825.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1428.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
777.txt,1048575,1,3,8,1,9,7,ECCDH,AES[128]
401.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
1363.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
792.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
466.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
344.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
680.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
362.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1462.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
264.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
71.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
99.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
1355.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
54.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
949.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1399.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
ac97c66793aa.txt,180,1,0,1,1,0,1,ECCDH,AES[128]
948.txt,1048575,1,10,18,1,11,7,ECCDH,AES[128]
1222.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1332.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
61.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
554.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1474.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
405.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
375.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
324.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1233.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1114.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
1062.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
986.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1463.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
419.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
1046.txt,1048575,1,3,7,1,10,7,ECCDH,AES[128]
935.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
230.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1219.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
89.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1256.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1442.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
389.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1353.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1275.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
363.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
298.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
9e7e9b72ccb6.txt,5242875,1,12,30,1,36,29,ECCDH,AES[128]
1110.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
544.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1335.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1239.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
954.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
307.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
183.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
34.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
691.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1478.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
715.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1220.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1432.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
187.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1240.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
843.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
725.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
388.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
787.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1195.txt,1048575,1,10,19,1,11,8,ECCDH,AES[128]
1427.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
835.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1383.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
634.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
191.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
696.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
377.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1011.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1095.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
131.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1426.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
662.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
624.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1094.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
418.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1265.txt,1048575,1,10,22,1,13,7,ECCDH,AES[128]
1384.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1425.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
08.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
633.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
199.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1203.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
470.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1043.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
664.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1264.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
160.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1339.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1140.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1443.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
105.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1107.txt,1048575,1,10,23,1,12,8,ECCDH,AES[128]
440.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
517.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
914.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
731.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
890.txt,1048575,1,2,7,1,65,6,ECCDH,AES[128]
1093.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
564.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
851.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1409.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
987.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1161.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
356.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
583.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1205.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1255.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
656.txt,1048575,1,10,19,1,12,7,ECCDH,AES[128]
505.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
739.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
458.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
992.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
450.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1077.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
inputs,10,1,0,0,1,0,0,ECCDH,AES[128]
1314.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1105.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
498.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
155.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
802.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
280.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
472.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
275.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
120.txt,1048575,1,11,22,1,12,8,ECCDH,AES[128]
1018.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
672.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1291.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
616.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
212.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1435.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
833.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
73.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1092.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1402.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1210.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
977.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
330.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
772.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1115.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
915.txt,1048575,1,3,10,1,11,9,ECCDH,AES[128]
146.txt,1048575,1,3,7,1,9,7,ECCDH,AES[128]
1318.txt,1048575,1,3,7,1,9,7,ECCDH,AES[128]
106.txt,1048575,1,2,7,1,8,6,ECCDH,AES[128]
857.txt,1048575,1,3,6,1,8,6,ECCDH,AES[128]
41.txt,1048575,1,2,7,1,7,7,ECCDH,AES[128]
1104.txt,1048575,1,2,7,1,7,7,ECCDH,AES[128]
628.txt,1048575,1,2,7,1,8,6,ECCDH,AES[128]
1460.txt,1048575,1,3,6,1,8,6,ECCDH,AES[128]
426.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
312.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
282.txt,1048575,1,2,7,1,7,7,ECCDH,AES[128]
1248.txt,1048575,1,2,7,1,7,7,ECCDH,AES[128]
688.txt,1048575,1,2,7,1,8,6,ECCDH,AES[128]
288.txt,1048575,1,3,6,1,8,6,ECCDH,AES[128]
1016.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
353.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1306.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
528.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
189.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
504.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
395.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
336.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
934.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
918.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
5ab1710555eb7fa3d443dd80.txt,12582900,1,27,70,1,88,69,ECCDH,AES[128]
162.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
776.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
840.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1312.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
979.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
213.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1274.txt,1048575,1,10,24,1,13,7,ECCDH,AES[128]
37.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1429.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
320.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
785.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
660.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
250.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
690.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1090.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
809.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
40.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
467.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1258.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
683.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
23.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
315.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
964.txt,1048575,1,11,20,1,12,8,ECCDH,AES[128]
481.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
821.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
64.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
489.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
869.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
60.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1330.txt,1048575,1,3,5,1,8,5,ECCDH,AES[128]
1289.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
273.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
601.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1108.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
411.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
754.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
506.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
875.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
740.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
803.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
154.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
101.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
873.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
738.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
0c9f4eed44d062981f8330ea.txt,310383782,1,676,1710,1,2467,1710,ECCDH,AES[128]
533.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
854.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
329.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1241.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
66.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
970.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
707.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
311.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
784.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
648.txt,1048575,1,10,24,1,12,8,ECCDH,AES[128]
658.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
107.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1188.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1015.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
793.txt,1048575,1,3,5,1,8,6,ECCDH,AES[128]
993.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1377.txt,1048575,1,3,5,1,7,6,ECCDH,AES[128]
674.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
a,15728638,1,34,88,1,109,87,ECCDH,AES[128]
1285.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1153.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
274.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
827.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1496.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1125.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
121.txt,1048575,1,11,21,1,12,8,ECCDH,AES[128]
736.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1253.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
245.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
384.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
763.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1493.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
314.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1130.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
246.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
103.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1175.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
730.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
357.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
457.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
166.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1121.txt,1048575,1,11,25,1,14,8,ECCDH,AES[128]
453.txt,1048575,1,3,7,1,7,6,ECCDH,AES[128]
1254.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
518.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
115.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
512.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
643.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
699.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
650.txt,1048575,1,75,35,1,39,14,ECCDH,AES[192]
916.txt,1048575,1,75,29,1,36,12,ECCDH,AES[192]
276.txt,1048575,1,74,23,1,30,13,ECCDH,AES[192]
1483.txt,1048575,1,74,36,1,40,10,ECCDH,AES[192]
1122.txt,1048575,1,74,34,1,47,9,ECCDH,AES[192]
1061.txt,1048575,1,74,31,1,33,8,ECCDH,AES[192]
1297.txt,1048575,1,3,20,1,18,6,ECCDH,AES[192]
219.txt,1048575,1,3,9,1,11,18,ECCDH,AES[192]
1067.txt,1048575,1,3,6,1,11,8,ECCDH,AES[192]
760.txt,1048575,1,3,6,1,15,6,ECCDH,AES[192]
532.txt,1048575,1,3,8,1,9,7,ECCDH,AES[192]
151.txt,1048575,1,5,7,1,17,6,ECCDH,AES[192]
391.txt,1048575,1,3,6,1,9,6,ECCDH,AES[192]
126.txt,1048575,1,3,8,1,10,6,ECCDH,AES[192]
1082.txt,1048575,1,10,6,1,9,7,ECCDH,AES[192]
434.txt,1048575,1,3,6,1,9,6,ECCDH,AES[192]
603.txt,1048575,1,29,34,1,34,6,ECCDH,AES[192]
1282.txt,1048575,1,13,30,1,21,10,ECCDH,AES[192]
612.txt,1048575,1,42,20,1,41,6,ECCDH,AES[192]
521.txt,1048575,1,21,27,1,40,6,ECCDH,AES[192]
610.txt,1048575,1,15,26,1,17,26,ECCDH,AES[192]
1286.txt,1048575,1,12,48,1,9,7,ECCDH,AES[192]
129.txt,1048575,1,2,7,1,8,6,ECCDH,AES[192]
983.txt,1048575,1,2,14,1,14,16,ECCDH,AES[192]
577.txt,1048575,1,7,17,1,10,6,ECCDH,AES[192]
1030.txt,1048575,1,3,7,1,9,6,ECCDH,AES[192]
1249.txt,1048575,1,2,18,1,18,6,ECCDH,AES[192]
1440.txt,1048575,1,3,8,1,9,7,ECCDH,AES[192]
882.txt,1048575,1,2,13,1,9,18,ECCDH,AES[192]
1448.txt,1048575,1,3,7,1,8,6,ECCDH,AES[192]
614.txt,1048575,1,6,6,1,11,6,ECCDH,AES[192]
817.txt,1048575,1,2,7,1,14,6,ECCDH,AES[192]
996.txt,1048575,1,3,7,1,8,6,ECCDH,AES[192]
1410.txt,1048575,1,3,18,1,17,9,ECCDH,AES[192]
1158.txt,1048575,1,6,7,1,9,6,ECCDH,AES[192]
810.txt,1048575,1,2,6,1,11,6,ECCDH,AES[192]
727.txt,1048575,1,3,6,1,16,13,ECCDH,AES[192]
849.txt,1048575,1,2,7,1,8,12,ECCDH,AES[192]
416.txt,1048575,1,3,6,1,8,6,ECCDH,AES[192]
1301.txt,1048575,1,4,7,1,8,6,ECCDH,AES[192]
18.txt,1048575,1,3,6,1,8,6,ECCDH,AES[192]
1450.txt,1048575,1,2,9,1,13,9,ECCDH,AES[192]
1328.txt,1048575,1,3,6,1,8,6,ECCDH,AES[192]
953.txt,1048575,1,3,12,1,11,6,ECCDH,AES[192]
165.txt,1048575,1,2,8,1,8,7,ECCDH,AES[192]
1381.txt,1048575,1,3,6,1,9,6,ECCDH,AES[192]
1480.txt,1048575,1,3,7,1,9,6,ECCDH,AES[192]
1191.txt,1048575,1,2,6,1,10,6,ECCDH,AES[192]
1155.txt,1048575,1,3,9,1,9,6,ECCDH,AES[192]
out,87,1,0,1,1,0,1,ECCDH,AES[192]
1361.txt,1048575,1,3,6,1,10,5,ECCDH,AES[192]
133.txt,1048575,1,3,6,1,14,9,ECCDH,AES[192]
1218.txt,1048575,1,3,6,1,9,6,ECCDH,AES[192]
85.txt,1048575,1,2,8,1,8,7,ECCDH,AES[192]
57.txt,1048575,1,3,7,1,9,7,ECCDH,AES[192]
562.txt,1048575,1,4,7,1,11,6,ECCDH,AES[192]
118.txt,1048575,1,3,6,1,8,6,ECCDH,AES[192]
33.txt,1048575,1,5,8,1,9,7,ECCDH,AES[192]
578.txt,1048575,1,4,6,1,10,6,ECCDH,AES[192]
675.txt,1048575,1,3,8,1,15,6,ECCDH,AES[192]
630.txt,1048575,1,4,7,1,21,6,ECCDH,AES[192]
1382.txt,1048575,1,3,6,1,9,6,ECCDH,AES[192]
1252.txt,1048575,1,3,8,1,9,6,ECCDH,AES[192]
945.txt,1048575,1,3,7,1,9,11,ECCDH,AES[192]
1076.txt,1048575,1,13,32,1,36,13,ECCDH,AES[192]
